schema,name,aliases,topics,program,authority,reason,report-date,start-date,end-date,country,notes,source_url
Company,"Academy of Military Medical Sciences, Institute of Basic Medicine",,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2025,,,China,,https://www.cto.mil/wp-content/uploads/2026/07/FY25-Section-1286-List.pdf
Company,"Academy of Military Medical Sciences, Institute of Bioengineering",,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2024,,,,,https://basicresearch.defense.gov/Portals/61/Documents/Academic%20Research%20Security%20Page/FY24%20Section%201286%20List%20for%20public%20release_V2.pdf?ver=KqtK4tL1wLDoUwe2yxWHSw%3D%3D
Company,"Academy of Military Medical Sciences, Institute of Bioengineering",,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2022,,,,,https://media.defense.gov/2023/Jun/29/2003251160/-1/-1/1/COUNTERING-UNWANTED-INFLUENCE-IN-DEPARTMENT-FUNDED-RESEARCH-AT-INSTITUTIONS-OF-HIGHER-EDUCATION.PDF
Company,"Academy of Military Medical Sciences, Institute of Bioengineering",,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2023,,,,,https://rt.cto.mil/wp-content/uploads/2024/07/FY23-Lists-Published-in-Response-to-Section-1286-of-NDAA-2019_clearedv2.pdf
Company,"Academy of Military Medical Sciences, Institute of Bioengineering",,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2025,,,China,,https://www.cto.mil/wp-content/uploads/2026/07/FY25-Section-1286-List.pdf
Company,"Academy of Military Medical Sciences, Institute of Disease Control and Prevention",Disease Control and Prevention Institute,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2024,,,,,https://basicresearch.defense.gov/Portals/61/Documents/Academic%20Research%20Security%20Page/FY24%20Section%201286%20List%20for%20public%20release_V2.pdf?ver=KqtK4tL1wLDoUwe2yxWHSw%3D%3D
Company,"Academy of Military Medical Sciences, Institute of Disease Control and Prevention",Disease Control and Prevention Institute,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2022,,,,,https://media.defense.gov/2023/Jun/29/2003251160/-1/-1/1/COUNTERING-UNWANTED-INFLUENCE-IN-DEPARTMENT-FUNDED-RESEARCH-AT-INSTITUTIONS-OF-HIGHER-EDUCATION.PDF
Company,"Academy of Military Medical Sciences, Institute of Disease Control and Prevention",Disease Control and Prevention Institute,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2023,,,,,https://rt.cto.mil/wp-content/uploads/2024/07/FY23-Lists-Published-in-Response-to-Section-1286-of-NDAA-2019_clearedv2.pdf
Company,"Academy of Military Medical Sciences, Institute of Disease Control and Prevention",,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2025,,,China,,https://www.cto.mil/wp-content/uploads/2026/07/FY25-Section-1286-List.pdf
Company,"Academy of Military Medical Sciences, Institute of Health Service and Medical Information",,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2024,,,,,https://basicresearch.defense.gov/Portals/61/Documents/Academic%20Research%20Security%20Page/FY24%20Section%201286%20List%20for%20public%20release_V2.pdf?ver=KqtK4tL1wLDoUwe2yxWHSw%3D%3D
Company,"Academy of Military Medical Sciences, Institute of Health Service and Medical Information",,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2022,,,,,https://media.defense.gov/2023/Jun/29/2003251160/-1/-1/1/COUNTERING-UNWANTED-INFLUENCE-IN-DEPARTMENT-FUNDED-RESEARCH-AT-INSTITUTIONS-OF-HIGHER-EDUCATION.PDF
Company,"Academy of Military Medical Sciences, Institute of Health Service and Medical Information",,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2023,,,,,https://rt.cto.mil/wp-content/uploads/2024/07/FY23-Lists-Published-in-Response-to-Section-1286-of-NDAA-2019_clearedv2.pdf
Company,"Academy of Military Medical Sciences, Institute of Health Service and Medical Information",,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2025,,,China,,https://www.cto.mil/wp-content/uploads/2026/07/FY25-Section-1286-List.pdf
Company,"Academy of Military Medical Sciences, Institute of Hygiene and Environmental Medicine",,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2024,,,,,https://basicresearch.defense.gov/Portals/61/Documents/Academic%20Research%20Security%20Page/FY24%20Section%201286%20List%20for%20public%20release_V2.pdf?ver=KqtK4tL1wLDoUwe2yxWHSw%3D%3D
Company,"Academy of Military Medical Sciences, Institute of Hygiene and Environmental Medicine",,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2022,,,,,https://media.defense.gov/2023/Jun/29/2003251160/-1/-1/1/COUNTERING-UNWANTED-INFLUENCE-IN-DEPARTMENT-FUNDED-RESEARCH-AT-INSTITUTIONS-OF-HIGHER-EDUCATION.PDF
Company,"Academy of Military Medical Sciences, Institute of Hygiene and Environmental Medicine",,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2023,,,,,https://rt.cto.mil/wp-content/uploads/2024/07/FY23-Lists-Published-in-Response-to-Section-1286-of-NDAA-2019_clearedv2.pdf
Company,"Academy of Military Medical Sciences, Institute of Hygiene and Environmental Medicine",,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2025,,,China,,https://www.cto.mil/wp-content/uploads/2026/07/FY25-Section-1286-List.pdf
Company,"Academy of Military Medical Sciences, Institute of Medical Equipment",,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2024,,,,,https://basicresearch.defense.gov/Portals/61/Documents/Academic%20Research%20Security%20Page/FY24%20Section%201286%20List%20for%20public%20release_V2.pdf?ver=KqtK4tL1wLDoUwe2yxWHSw%3D%3D
Company,"Academy of Military Medical Sciences, Institute of Medical Equipment",,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2022,,,,,https://media.defense.gov/2023/Jun/29/2003251160/-1/-1/1/COUNTERING-UNWANTED-INFLUENCE-IN-DEPARTMENT-FUNDED-RESEARCH-AT-INSTITUTIONS-OF-HIGHER-EDUCATION.PDF
Company,"Academy of Military Medical Sciences, Institute of Medical Equipment",,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2023,,,,,https://rt.cto.mil/wp-content/uploads/2024/07/FY23-Lists-Published-in-Response-to-Section-1286-of-NDAA-2019_clearedv2.pdf
Company,"Academy of Military Medical Sciences, Institute of Medical Equipment",,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2025,,,China,,https://www.cto.mil/wp-content/uploads/2026/07/FY25-Section-1286-List.pdf
Company,"Academy of Military Medical Sciences, Institute of Microbiology and Epidemiology",Institute of Microbial Epidemiology,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2024,,,,,https://basicresearch.defense.gov/Portals/61/Documents/Academic%20Research%20Security%20Page/FY24%20Section%201286%20List%20for%20public%20release_V2.pdf?ver=KqtK4tL1wLDoUwe2yxWHSw%3D%3D
Company,"Academy of Military Medical Sciences, Institute of Microbiology and Epidemiology",Institute of Microbial Epidemiology,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2022,,,,,https://media.defense.gov/2023/Jun/29/2003251160/-1/-1/1/COUNTERING-UNWANTED-INFLUENCE-IN-DEPARTMENT-FUNDED-RESEARCH-AT-INSTITUTIONS-OF-HIGHER-EDUCATION.PDF
Company,"Academy of Military Medical Sciences, Institute of Microbiology and Epidemiology",Institute of Microbial Epidemiology,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2023,,,,,https://rt.cto.mil/wp-content/uploads/2024/07/FY23-Lists-Published-in-Response-to-Section-1286-of-NDAA-2019_clearedv2.pdf
Company,"Academy of Military Medical Sciences, Institute of Microbiology and Epidemiology",Institute of Microbial Epidemiology,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2025,,,China,,https://www.cto.mil/wp-content/uploads/2026/07/FY25-Section-1286-List.pdf
Company,"Academy of Military Medical Sciences, Institute of Radiation and Radiation",Institute of Radiation and Radiation Medicine; Institute of Electromagnetic and Particle Radiation Medicine,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2024,,,,,https://basicresearch.defense.gov/Portals/61/Documents/Academic%20Research%20Security%20Page/FY24%20Section%201286%20List%20for%20public%20release_V2.pdf?ver=KqtK4tL1wLDoUwe2yxWHSw%3D%3D
Company,"Academy of Military Medical Sciences, Institute of Radiation and Radiation Medicine",Institute of Radiation and Radiation Medicine,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2022,,,,,https://media.defense.gov/2023/Jun/29/2003251160/-1/-1/1/COUNTERING-UNWANTED-INFLUENCE-IN-DEPARTMENT-FUNDED-RESEARCH-AT-INSTITUTIONS-OF-HIGHER-EDUCATION.PDF
Company,"Academy of Military Medical Sciences, Institute of Radiation and Radiation Medicine",Institute of Electromagnetic and Particle Radiation Medicine,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2022,,,,,https://media.defense.gov/2023/Jun/29/2003251160/-1/-1/1/COUNTERING-UNWANTED-INFLUENCE-IN-DEPARTMENT-FUNDED-RESEARCH-AT-INSTITUTIONS-OF-HIGHER-EDUCATION.PDF
Company,"Academy of Military Medical Sciences, Institute of Radiation and Radiation Medicine",Institute of Radiation and Radiation Medicine; Institute of Electromagnetic and Particle Radiation Medicine,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2023,,,,,https://rt.cto.mil/wp-content/uploads/2024/07/FY23-Lists-Published-in-Response-to-Section-1286-of-NDAA-2019_clearedv2.pdf
Company,"Academy of Military Medical Sciences, Institute of Radiation and Radiation Medicine","Institute of Electromagnetic and Particle Radiation Medicine; Academy of Military Medical Sciences, Institute of Radiation and Radiation",debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2025,,,China,,https://www.cto.mil/wp-content/uploads/2026/07/FY25-Section-1286-List.pdf
Company,"Academy of Military Medical Sciences, Institute of Toxicology and Pharmacology",Institute of Toxicology and Drugs,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2024,,,,,https://basicresearch.defense.gov/Portals/61/Documents/Academic%20Research%20Security%20Page/FY24%20Section%201286%20List%20for%20public%20release_V2.pdf?ver=KqtK4tL1wLDoUwe2yxWHSw%3D%3D
Company,"Academy of Military Medical Sciences, Institute of Toxicology and Pharmacology",Institute of Toxicology and Drugs,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2022,,,,,https://media.defense.gov/2023/Jun/29/2003251160/-1/-1/1/COUNTERING-UNWANTED-INFLUENCE-IN-DEPARTMENT-FUNDED-RESEARCH-AT-INSTITUTIONS-OF-HIGHER-EDUCATION.PDF
Company,"Academy of Military Medical Sciences, Institute of Toxicology and Pharmacology",Institute of Toxicology and Drugs,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2023,,,,,https://rt.cto.mil/wp-content/uploads/2024/07/FY23-Lists-Published-in-Response-to-Section-1286-of-NDAA-2019_clearedv2.pdf
Company,"Academy of Military Medical Sciences, Institute of Toxicology and Pharmacology",Institute of Toxicology and Drugs,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2025,,,China,,https://www.cto.mil/wp-content/uploads/2026/07/FY25-Section-1286-List.pdf
Company,"Academy of Military Medical Sciences, Military Veterinary Research Institute",,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2024,,,,,https://basicresearch.defense.gov/Portals/61/Documents/Academic%20Research%20Security%20Page/FY24%20Section%201286%20List%20for%20public%20release_V2.pdf?ver=KqtK4tL1wLDoUwe2yxWHSw%3D%3D
Company,"Academy of Military Medical Sciences, Military Veterinary Research Institute",,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2022,,,,,https://media.defense.gov/2023/Jun/29/2003251160/-1/-1/1/COUNTERING-UNWANTED-INFLUENCE-IN-DEPARTMENT-FUNDED-RESEARCH-AT-INSTITUTIONS-OF-HIGHER-EDUCATION.PDF
Company,"Academy of Military Medical Sciences, Military Veterinary Research Institute",,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2023,,,,,https://rt.cto.mil/wp-content/uploads/2024/07/FY23-Lists-Published-in-Response-to-Section-1286-of-NDAA-2019_clearedv2.pdf
Company,"Academy of Military Medical Sciences, Military Veterinary Research Institute",,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2025,,,China,,https://www.cto.mil/wp-content/uploads/2026/07/FY25-Section-1286-List.pdf
Person,Adolfo Salume Artinano,,,Section 353(b) of the United States - Northern Triangle Enhanced Engagement Act,United States Department of State,engaged in significant corruption and undermined democratic processes and institutions by bribing a Supreme Court Magistrate to avoid paying a fine.,2021,,December 2023,EL SALVADOR,,https://www.state.gov/reports/section-353-corrupt-and-undemocratic-actors-report/
Company,Air Force Aviation Institute,,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2025,,,China,,https://www.cto.mil/wp-content/uploads/2026/07/FY25-Section-1286-List.pdf
Company,Air Force Aviation University,,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2024,,,,,https://basicresearch.defense.gov/Portals/61/Documents/Academic%20Research%20Security%20Page/FY24%20Section%201286%20List%20for%20public%20release_V2.pdf?ver=KqtK4tL1wLDoUwe2yxWHSw%3D%3D
Company,Air Force Aviation University,,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2023,,,,,https://rt.cto.mil/wp-content/uploads/2024/07/FY23-Lists-Published-in-Response-to-Section-1286-of-NDAA-2019_clearedv2.pdf
Company,Air Force Command College,,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2024,,,,,https://basicresearch.defense.gov/Portals/61/Documents/Academic%20Research%20Security%20Page/FY24%20Section%201286%20List%20for%20public%20release_V2.pdf?ver=KqtK4tL1wLDoUwe2yxWHSw%3D%3D
Company,Air Force Command College,,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2023,,,,,https://rt.cto.mil/wp-content/uploads/2024/07/FY23-Lists-Published-in-Response-to-Section-1286-of-NDAA-2019_clearedv2.pdf
Company,Air Force Command College,,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2025,,,China,,https://www.cto.mil/wp-content/uploads/2026/07/FY25-Section-1286-List.pdf
Company,Air Force Communication NCO Academy,,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2024,,,,,https://basicresearch.defense.gov/Portals/61/Documents/Academic%20Research%20Security%20Page/FY24%20Section%201286%20List%20for%20public%20release_V2.pdf?ver=KqtK4tL1wLDoUwe2yxWHSw%3D%3D
Company,Air Force Communication NCO Academy,,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2023,,,,,https://rt.cto.mil/wp-content/uploads/2024/07/FY23-Lists-Published-in-Response-to-Section-1286-of-NDAA-2019_clearedv2.pdf
Company,Air Force Communication NCO Academy,,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2025,,,China,,https://www.cto.mil/wp-content/uploads/2026/07/FY25-Section-1286-List.pdf
Company,Air Force Early Warning Academy,,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2024,,,,,https://basicresearch.defense.gov/Portals/61/Documents/Academic%20Research%20Security%20Page/FY24%20Section%201286%20List%20for%20public%20release_V2.pdf?ver=KqtK4tL1wLDoUwe2yxWHSw%3D%3D
Company,Air Force Early Warning Academy,,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2023,,,,,https://rt.cto.mil/wp-content/uploads/2024/07/FY23-Lists-Published-in-Response-to-Section-1286-of-NDAA-2019_clearedv2.pdf
Company,Air Force Early Warning Academy,,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2025,,,China,,https://www.cto.mil/wp-content/uploads/2026/07/FY25-Section-1286-List.pdf
Company,Air Force Engineering University,,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2024,,,,,https://basicresearch.defense.gov/Portals/61/Documents/Academic%20Research%20Security%20Page/FY24%20Section%201286%20List%20for%20public%20release_V2.pdf?ver=KqtK4tL1wLDoUwe2yxWHSw%3D%3D
Company,Air Force Engineering University,,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2023,,,,,https://rt.cto.mil/wp-content/uploads/2024/07/FY23-Lists-Published-in-Response-to-Section-1286-of-NDAA-2019_clearedv2.pdf
Company,Air Force Engineering University,,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2025,,,China,,https://www.cto.mil/wp-content/uploads/2026/07/FY25-Section-1286-List.pdf
Company,Air Force Harbin Flight Academy,,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2024,,,,,https://basicresearch.defense.gov/Portals/61/Documents/Academic%20Research%20Security%20Page/FY24%20Section%201286%20List%20for%20public%20release_V2.pdf?ver=KqtK4tL1wLDoUwe2yxWHSw%3D%3D
Company,Air Force Harbin Flight Academy,,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2023,,,,,https://rt.cto.mil/wp-content/uploads/2024/07/FY23-Lists-Published-in-Response-to-Section-1286-of-NDAA-2019_clearedv2.pdf
Company,Air Force Harbin Flight Academy,,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2025,,,China,,https://www.cto.mil/wp-content/uploads/2026/07/FY25-Section-1286-List.pdf
Company,Air Force Logistics Academy,Air Force Logistics College,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2025,,,China,,https://www.cto.mil/wp-content/uploads/2026/07/FY25-Section-1286-List.pdf
Company,Air Force Logistics College,,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2024,,,,,https://basicresearch.defense.gov/Portals/61/Documents/Academic%20Research%20Security%20Page/FY24%20Section%201286%20List%20for%20public%20release_V2.pdf?ver=KqtK4tL1wLDoUwe2yxWHSw%3D%3D
Company,Air Force Logistics College,,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2023,,,,,https://rt.cto.mil/wp-content/uploads/2024/07/FY23-Lists-Published-in-Response-to-Section-1286-of-NDAA-2019_clearedv2.pdf
Company,Air Force Medical University,,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2024,,,,,https://basicresearch.defense.gov/Portals/61/Documents/Academic%20Research%20Security%20Page/FY24%20Section%201286%20List%20for%20public%20release_V2.pdf?ver=KqtK4tL1wLDoUwe2yxWHSw%3D%3D
Company,Air Force Medical University,,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2023,,,,,https://rt.cto.mil/wp-content/uploads/2024/07/FY23-Lists-Published-in-Response-to-Section-1286-of-NDAA-2019_clearedv2.pdf
Company,Air Force Medical University,,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2025,,,China,,https://www.cto.mil/wp-content/uploads/2026/07/FY25-Section-1286-List.pdf
Company,Air Force Shijianzhuang Flight Academy,,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2024,,,,,https://basicresearch.defense.gov/Portals/61/Documents/Academic%20Research%20Security%20Page/FY24%20Section%201286%20List%20for%20public%20release_V2.pdf?ver=KqtK4tL1wLDoUwe2yxWHSw%3D%3D
Company,Air Force Shijianzhuang Flight Academy,,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2023,,,,,https://rt.cto.mil/wp-content/uploads/2024/07/FY23-Lists-Published-in-Response-to-Section-1286-of-NDAA-2019_clearedv2.pdf
Company,Air Force Shinjianzhuang Flight Academy,Air Force Shijiazhuang Flight Academy; Air Force Shijianzhuang Flight Academy,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2025,,,China,,https://www.cto.mil/wp-content/uploads/2026/07/FY25-Section-1286-List.pdf
Company,Air Force Xi'an Flight Academy,,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2024,,,,,https://basicresearch.defense.gov/Portals/61/Documents/Academic%20Research%20Security%20Page/FY24%20Section%201286%20List%20for%20public%20release_V2.pdf?ver=KqtK4tL1wLDoUwe2yxWHSw%3D%3D
Company,Air Force Xi'an Flight Academy,,debarment,Section 1286 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Public Law 115 - 232),United States Congress,,2023,,,,,https://rt.cto.mil/wp-content/uploads/2024/07/FY23-Lists-Published-in-Response-to-Section-1286-of-NDAA-2019_clearedv2.pdf
